,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,host_symbols
chr2:27382125-27384092_-,4.57294503507852,1.50077493280134,0.486340454228945,3.08585255401116,0.0020296944411415,0.0251049910793649,PPM1G
chr5:39124252-39137720_-,9.27652235574023,1.27152952683879,0.412288076028143,3.08408028456296,0.00204182486950041,0.0252346661893414,FYB1
chr8:100948595-100948900_-,28.410397142463,0.772009811108933,0.250324714485437,3.08403352300176,0.00204214583125065,0.0252346661893414,YWHAZ
chr2:68388386-68394176_+,95.2098784506198,0.858087925039757,0.278379372442521,3.08244076244166,0.00205310589281242,0.0253578841927381,PLEK
chrX:110067346-110144876_+,35.2629048453114,-0.825035503421863,0.267681536475864,-3.08215319698097,0.00205509042232515,0.0253701802713701,TMEM164
chr17:18865468-18867334_+,16.0493836548532,-1.39217579013813,0.451809645859793,-3.08133259857439,0.00206076316705527,0.0254165277622326,PRPSAP2
chr3:37790842-37834767_-,80.8419333591254,0.698886862398901,0.226813857202494,3.08132347387818,0.00206082632617798,0.0254165277622326,ITGA9-AS1
chr1:25243654-25244180_-,76.2272880049737,-0.725751857021729,0.235576825603434,-3.08074385144933,0.00206484198513544,0.0254538161675538,RSRP1
chr6:138943512-138944622_-,4.53915321901723,-1.55719353830328,0.505648647376786,-3.07959597317569,0.00207281574638035,0.0255398378203146,REPS1
chr2:181900695-181902466_+,78.7169692889861,1.17427427645012,0.381426228956485,3.07864060545266,0.00207947375588529,0.0256095728563251,ITPRID2
chr17:57979151-57981936_-,11.816421532934,-1.875396539032,0.609333754779744,-3.07778212567577,0.00208547327564393,0.0256711352879529,VEZF1
chr11:46808030-46811178_-,8.80202786911978,-1.6954224306885,0.550923398718763,-3.07741953714691,0.00208801200554504,0.0256751795910184,CKAP5
chr2:32087494-32089605_+,109.605673545896,-0.729868457724206,0.237188703132591,-3.0771636595028,0.00208980528538753,0.0256751795910184,SPAST
chr2:32087491-32089605_+,109.605673545896,-0.729868457724206,0.237188703132591,-3.0771636595028,0.00208980528538753,0.0256751795910184,SPAST
chr12:14794536-14795104_-,5.03809026230179,-1.44547777541936,0.469695305217174,-3.07747971794398,0.00208759044258472,0.0256751795910184,WBP11
chr11:48127779-48130716_+,51.376651617122,1.18889351994813,0.38638065843688,3.07700060545954,0.00209094876182805,0.0256769308698779,PTPRJ
chr15:43335695-43349045_+,4.73904768367323,1.43766025658204,0.467256244240131,3.07681336376792,0.00209226257091055,0.0256807711634298,ADAL
chr3:196483769-196488683_-,44.9887947808628,-1.22327910910251,0.397634156831011,-3.07639343373207,0.0020952118258898,0.0257046719127456,RNF168
chr20:47262287-47276795_-,306.562126693862,0.64880946514247,0.210911061043007,3.07622303891482,0.00209640963084039,0.0257070727820021,ZMYND8
chr2:108752997-108753563_+,199.888905621723,-0.559248963911626,0.181834432032481,-3.07559441663793,0.00210083401943629,0.0257185904316651,RANBP2
chr16:69653235-69670288_+,3.72395916099541,1.59669448692645,0.519121843279336,3.07576055139578,0.00209966389287202,0.0257185904316651,NFAT5
chr18:61606661-61606850_-,6.63175233132692,-1.19796754228766,0.38951135411067,-3.07556513987339,0.00210104028461634,0.0257185904316651,AC090409.1
chr10:95911300-95927332_+,14.0533802455789,-1.63822971836776,0.53266757390126,-3.0755198901434,0.00210135912153627,0.0257185904316651,CC2D2B
chr16:24180789-24191230_+,56.7066258630053,1.66177984750641,0.540518743389519,3.07441669290804,0.00210914616999533,0.0258015864086267,PRKCB
chrY:2726259-2738256_+,24.023291451739,1.22468515626799,0.398478452896305,3.07340371196103,0.00211631971344756,0.0258770017202432,CD99
chr10:16752538-16782084_-,396.581729745471,-0.838754452830187,0.273028855382599,-3.07203592695296,0.00212604134722981,0.0259834867463012,RSU1
chr7:139780739-139782729_+,3.55742501814488,-1.57083868570812,0.511448641564038,-3.07135176056858,0.00213091945999698,0.0260307032891916,TBXAS1
chr11:48121002-48125186_+,43.9189771034399,1.36934003582401,0.445937463823697,3.07069969874831,0.00213557821690407,0.0260751965722228,PTPRJ
chr2:24135118-24138100_+,6.37333234890093,-1.41408188574618,0.460587041849685,-3.07017296897308,0.00213934833664014,0.0261088025118123,FAM228B
chr20:45420527-45420693_+,9.3858520088751,-1.41208983842635,0.459975238000814,-3.06992577375188,0.00214111976373712,0.0261179958626478,PIGT
chr14:105921149-105921258_+,8.46745532956404,-1.73582729962007,0.565469241191907,-3.06971126486254,0.00214265804691103,0.0261243378694908,FAM30A
chr2:201145377-201164084_+,3.28230981840323,1.39698381325971,0.45521435246233,3.06884834738447,0.0021488564315054,0.0261874651009065,CFLAR
chr10:119430374-119442088_+,16.6603628483337,1.67345469440674,0.545362021223702,3.06852077937475,0.00215121367259894,0.0262037437526973,GRK5
chrX:56250230-56270321_+,7.38634150577977,-1.52103264726764,0.495767260295008,-3.06803770455222,0.00215469429639536,0.0262336842835453,KLF8
chr10:100937401-100938736_+,79.2005538916075,-0.599597261021487,0.19551363798495,-3.06677972545139,0.00216378246044904,0.0262944156598291,SLF2
chr12:112269703-112273795_-,4.54208452925924,-1.61314436283477,0.525992429464139,-3.06685851824556,0.00216321219855781,0.0262944156598291,HECTD4
chr12:51116314-51117747_-,22.3673940635206,-0.975014847273115,0.317886541481552,-3.06717875732936,0.00216089588977969,0.0262944156598291,TFCP2
chr6:6151812-6305539_-,5.41425906388424,1.15601689577872,0.376942110671515,3.06682873324845,0.00216342775091318,0.0262944156598291,F13A1
chr7:26191667-26192494_-,296.268750315583,0.837042528973926,0.272989682062386,3.06620573587334,0.00216794086370783,0.0263324748942694,HNRNPA2B1
chr8:42361095-42362698_+,4.2947732125084,-1.48860725822073,0.485571912036602,-3.06567826787419,0.00217176868873437,0.0263664847004745,POLB
chr15:44715422-44715701_+,2349.12224055143,0.595807105494512,0.194460745767503,3.0638939655557,0.00218476331034943,0.0265116997163642,B2M
chr14:67345767-67347453_-,40.8858298508129,-0.846245213317556,0.276298951729135,-3.06278836029446,0.00219285087574545,0.0265861510054307,ATP6V1D
chr11:47290148-47290299_+,6.07779835070504,1.19675806066646,0.390743449176969,3.06277191130707,0.00219297140792467,0.0265861510054307,MADD
chr11:48144674-48156119_+,4.33412957509197,1.3014696254335,0.425002266656603,3.06226513960001,0.00219668782293933,0.0266186266990376,PTPRJ
chr6:111740980-111780635_-,3.94593979157924,1.49264273279309,0.487453945908865,3.06212052506835,0.00219774941315108,0.0266189167590012,FYN
chr5:67004951-67114219_+,13.5607059923044,2.03506762859018,0.664677873825518,3.06173517839169,0.00220058047259258,0.0266406280620186,MAST4
chr1:50738862-50744775_-,61.3406470348289,-0.76681583536509,0.250488413028256,-3.06128266012285,0.00220390929437707,0.0266683420418183,FAF1
chr13:41065015-41072857_+,8.24341800320967,-1.72069307940133,0.562142085926644,-3.06095758079545,0.00220630349576395,0.0266847258730941,WBP4
chr10:28131559-28150059_-,10.5865385358662,0.966991328442262,0.315949615470829,3.0605871350761,0.00220903472535972,0.0266853723995849,MPP7
chr11:48112746-48146963_+,29.4742852794951,1.56431461173088,0.511111738684941,3.06061178668243,0.00220885287730751,0.0266853723995849,PTPRJ
chr2:200853902-200854695_-,12.5584336565898,-1.31594473465149,0.42997323461636,-3.06052709496123,0.00220947768201451,0.0266853723995849,CLK1
chr9:89386366-89387608_-,4.78488680490487,1.35151782906912,0.441668499660411,3.06002766805483,0.00221316544914884,0.0267173333021248,SEMA4D
chr3:57841298-57862086_+,6.52550002763393,1.62859093801214,0.53251521472253,3.05829935556063,0.00222597088512282,0.0268592808636198,SLMAP
chr14:69658512-69658713_+,35.9673054655905,-0.704126185173527,0.230252398304338,-3.05806232794519,0.00222773235794811,0.0268678975921218,SUSD6
chr1:96769702-96770851_+,66.5956075260282,-0.743242863585428,0.243061613186487,-3.0578372859526,0.00222940594150959,0.0268754467187714,PTBP2
chr3:45721999-45723543_+,93.8616806213928,-0.744920629850443,0.243634865777385,-3.05752884536278,0.00223170161225059,0.0268904844805376,SACM1L
chr9:77403235-77407607_+,456.911929200239,-0.51584465371396,0.168739514272023,-3.05704716491227,0.0022352910109071,0.0269210893440375,VPS13A
chr1:151117391-151118139_+,7.58058944084763,-1.79988725949497,0.588898925648594,-3.05636023620291,0.00224041903578396,0.0269701874823866,GABPB2
chr3:69187769-69189952_-,129.027842091221,-0.673398178024734,0.220372618416166,-3.0557252659813,0.00224516876800471,0.0270146878075163,FRMD4B
chr22:31712082-31717291_-,13.9472637975188,1.58125529186354,0.517528411902892,3.05539803321995,0.00224762014992196,0.0270315047847857,PRR14L
chr6:73635381-73636707_-,45.3924853414432,-1.21505925558524,0.397775332567164,-3.0546370176941,0.00225333059271483,0.0270512054427705,SLC17A5
chr19:34194477-34219877_+,4.13246578826852,1.46301144297327,0.478941553135074,3.05467636582508,0.00225303501001819,0.0270512054427705,LSM14A
chr3:155897926-155906263_+,8.90675960488296,-1.51901040147465,0.497225006869938,-3.05497587709218,0.00225078624901598,0.0270512054427705,GMPS
chr12:68651994-68654252_+,18.8285387016232,-1.7184993763949,0.562590669028515,-3.05461763054552,0.00225347624181189,0.0270512054427705,RAP1B
chr4:185264437-185267155_+,4.10352269899328,-1.56427483291472,0.512131403199216,-3.05444037046528,0.00225480833693694,0.0270545361400577,SNX25
chr13:72908530-72931267_+,16.2216484929585,-1.30237499909001,0.426407788422728,-3.05429458478576,0.00225590444513584,0.0270550335348619,PIBF1
chr5:179569301-179585865_+,8.74076047705271,1.05061792523848,0.344036261114286,3.05379997397854,0.00225962687835323,0.0270870132291568,RUFY1
chr7:139600416-139613323_-,5.42999526878263,1.44220844225827,0.472352871657177,3.05324372687415,0.00226381990799298,0.0271246016346305,HIPK2
chr9:83977688-83978279_-,18.5555575508303,0.983089603221978,0.322051789173703,3.05258233697232,0.00226881478776096,0.0271717580534229,HNRNPK
chr3:57847196-57858159_+,24.4505186132978,-1.00797648069378,0.330250109598996,-3.05216092711584,0.00227200257910948,0.0271862922530446,SLMAP
chr16:8804766-8806407_+,3.77633371052609,-1.38677591133769,0.454361571483693,-3.05214172670731,0.00227214791995196,0.0271862922530446,PMM2
chr15:65729071-65729678_-,15.7605304446265,-1.48175988224104,0.485680037265936,-3.05089723387106,0.00228158651349429,0.0272787272332092,DENND4A
chr1:15567098-15568971_+,30.1101266126589,1.54005623365271,0.504796979021767,3.05084280939466,0.0022820001030081,0.0272787272332092,DNAJC16
chr21:39206107-39229436_-,4.33229145805114,-1.62271764951669,0.531980194648456,-3.0503347038869,0.00228586467901018,0.0272994816623129,BRWD1
chr12:122138551-122138794_+,3.93143799926871,1.56294417924361,0.512374796474022,3.05039238853906,0.00228542563652306,0.0272994816623129,MLXIP
chr3:197756425-197770244_+,13.8941248212366,-1.23588141668328,0.405199160705373,-3.05005917221509,0.00228796283860348,0.0273118244293602,FYTTD1
chr6:7297922-7298823_-,59.4269355034828,-0.645310405415436,0.211623739477116,-3.0493289978236,0.00229353161428371,0.0273616645765289,SSR1
chr18:50924097-50932360_+,61.7256727554145,-0.846533720317555,0.277621932927559,-3.04923213879663,0.00229427125498435,0.0273616645765289,ME2
chr13:41466822-41468838_+,255.455144842238,-0.719378366113773,0.235937582818078,-3.04901981923099,0.00229589334681502,0.0273682862573633,RGCC
chr4:55974745-55981379_+,5.86703878252715,-1.84451965313381,0.605068179032606,-3.04844927737377,0.00230025741251493,0.0274075724120973,CEP135
chr9:105484380-105512936_+,5.59953589655475,1.59710934058324,0.523942792377503,3.04825138129301,0.00230177289042886,0.0274128969165141,FSD1L
chr16:74300114-74302292_+,32.3444103773318,-0.746202994925436,0.244850302403818,-3.04758861884012,0.00230685495337239,0.0274412832255091,PSMD7
chr12:19358227-19366109_+,27.160568598545,-1.35977521118743,0.446190433802787,-3.04752210754129,0.00230736552907743,0.0274412832255091,PLEKHA5
chr5:87331347-87338091_+,1013.0717179761,-0.451746583995541,0.148229613982433,-3.04761357638749,0.00230666339281639,0.0274412832255091,RASA1
chr17:61984170-61987128_-,7.80840716267544,-1.83702038832196,0.602865488982175,-3.04714803201527,0.00231023905810333,0.027462725930271,MED13
chr11:76463820-76472840_+,446.187144947198,-0.457714932288857,0.150241282612957,-3.04653237997172,0.00231497543794448,0.0275062829595135,EMSY
chr1:162287343-162300706_+,83.8883475276943,-0.880710127898742,0.2891875559309,-3.0454634365705,0.00232322024353757,0.0275837360783645,NOS1AP
chrX:78014661-78020398_+,213.045317599362,-0.53099759611162,0.174360054754279,-3.04540851894053,0.00232364455094319,0.0275837360783645,ATP7A
chr2:85043563-85049648_+,27.4261459799793,1.53795674544211,0.505103573459293,3.04483441863049,0.00232808444501451,0.0276236587733383,KCMF1
chr2:171028338-171050174_-,9.62208278434149,-1.89841478229576,0.623721389292,-3.04369036381884,0.0023369553465333,0.0277160959337119,TLK1
chr3:20183607-20183804_-,4.88978648710028,-1.2916984909372,0.424627922478776,-3.04195372597467,0.00235048025336638,0.0278636182715377,SGO1
chr4:153612251-153623083_+,4.08962879706572,1.5546760063107,0.511155673046696,3.04149222690652,0.00235408643474506,0.0278934777415774,TMEM131L
chr18:50895808-50908196_+,31.0815995205996,-0.855845256187831,0.281426985544121,-3.04109165129672,0.00235722066280312,0.0279177200659688,ME2
chr17:32175961-32176213_+,5.57465330103423,-1.29643530478643,0.426351962732499,-3.04076307395784,0.00235979440593974,0.0279353049818053,RHOT1
chr15:24975357-24977029_+,9.678099474103,1.19586770369034,0.393351533894672,3.04020094150837,0.00236420355111815,0.0279745911885765,SNHG14
chr2:58084088-58089723_+,407.869875811119,-0.50721160112433,0.166843492275097,-3.04004426068968,0.00236543383713325,0.0279762444554999,VRK2
chr21:37421773-37425781_+,10.8193019261197,-1.04571239658668,0.344008763561178,-3.03978417805833,0.00236747734696128,0.0279875098532708,DYRK1A
chr10:69343826-69364902_+,5.61399582914734,1.35003395610331,0.444212980275683,3.03915917825153,0.00237239467883298,0.0280327225684488,HK1
chr1:91511780-91513307_+,3.05696109193764,1.50247430280293,0.494475644589819,3.0385203381438,0.00237743056468634,0.028079293865515,CDC7
chr1:246591511-246642037_+,523.442459405093,0.852886784181349,0.280707896192935,3.03834268913885,0.00237883268464566,0.0280829244635137,CNST
chr6:24687404-24687693_+,5.48675653369632,-1.5006396509722,0.493969099859651,-3.03792211172432,0.00238215516975666,0.0281092118536189,ACOT13
chr11:70405264-70407591_+,74.399728369873,1.04366770407817,0.34364632229351,3.03704022528943,0.00238913570976245,0.0281786199367982,CTTN
chr7:157163809-157170450_+,48.04596390836,-0.710593865187097,0.234090771527028,-3.0355483924109,0.00240098690358855,0.0282923826539996,UBE3C
chr14:54957033-54957635_-,63.5981919588279,-0.786800156889053,0.259191863077244,-3.03558972703774,0.00240065781573752,0.0282923826539996,WDHD1
chr2:203402575-203417081_+,3.57144266073026,1.35094837606854,0.445065140283512,3.03539471819332,0.00240221075130948,0.0282938073477237,ABI2
chr5:62381117-62381253_+,8.16798032608279,1.08071861945638,0.356093109781634,3.03493268970889,0.00240589374494459,0.0283241818444532,KIF2A
chr3:197814907-197820430_+,361.6882450597,-0.636430501324729,0.209716129077298,-3.03472367206507,0.00240756159647123,0.0283308154285672,LRCH3
chr21:46349011-46354068_+,7.11419898950342,-1.62187438557594,0.534488599258087,-3.03444149758709,0.00240981488008978,0.0283443288028166,PCNT
chr3:171157459-171167270_-,4.73526218967503,1.71360474291991,0.564800315205483,3.03400103857321,0.00241333599177127,0.0283727351956501,TNIK
chr22:46797443-46894846_+,26.2583342279666,1.34867997629751,0.444645798769347,3.03315578384024,0.00242010630900202,0.0284132664278392,TBC1D22A
chr16:53155925-53229100_+,163.462042340515,-1.00939713489387,0.332781291671933,-3.03321478747359,0.00241963313818289,0.0284132664278392,CHD9
chr8:109412264-109498771_+,6.30627961591543,1.81968968993055,0.599910801246272,3.03326708929107,0.00241921378237054,0.0284132664278392,PKHD1L1
chr6:304627-311962_+,37.0396584715547,-0.848846819741544,0.280021295038829,-3.03136523821818,0.00243450566535458,0.0285488500169017,DUSP22
chr11:120407737-120424415_+,53.5676956110529,-0.69194082327318,0.228246212715154,-3.03155445622533,0.00243298029980773,0.0285488500169017,ARHGEF12
chr20:2947981-3005146_+,4.83572900901639,1.78890731453942,0.590163646452577,3.03120553984033,0.00243579374182694,0.0285488500169017,PTPRA
chr4:152337801-152412529_-,6.34478262468865,-1.45290770817825,0.479322913894378,-3.03116681064493,0.00243610621319136,0.0285488500169017,FBXW7
chr14:49709158-49725769_+,35.9564797742514,-1.03533102023253,0.341627729948104,-3.03058250098667,0.00244082494110389,0.0285910877690128,KLHDC1
chr22:26532694-26536486_-,3.22153563569502,1.34952666043641,0.445490471830793,3.02930532922595,0.00245116817410227,0.0286991406527821,TPST2
chr3:47635189-47636136_-,303.839045197762,-0.580323297587538,0.191609200443454,-3.02868179734823,0.00245623243228471,0.0287453150480837,SMARCC1
chr10:26823137-26823305_-,57.8508694379226,-0.871860195584205,0.287885636004827,-3.02849495266094,0.00245775182786183,0.0287499806840581,ABI1
chr19:57455652-57456182_-,252.939678115537,-0.872504652462459,0.288171186775376,-3.02773036480764,0.00246397831707111,0.0287965538805582,AC004076.1
chr19:3575539-3576307_+,4.49605412567858,1.45577522675113,0.480813428167563,3.02773413026184,0.00246394761742473,0.0287965538805582,HMG20B
chr1:27415984-27428933_-,5.03514505152908,1.61368041562174,0.533021768739706,3.02741934806374,0.00246651523688703,0.0288130762166954,WASF2
chr3:169821890-169822941_+,3.02756614031523,1.34684531680501,0.444954972038507,3.02692497318234,0.00247055270255039,0.0288471044508535,LRRIQ4
chr1:66958058-66963160_+,597.158097229279,-0.424578310314901,0.140311626518261,-3.02596670604231,0.00247839591373517,0.0289123648817864,MIER1
chr5:137985256-137988315_-,1002.95157296899,-0.646451065134006,0.213625088411666,-3.02610086643131,0.00247729646991628,0.0289123648817864,FAM13B
chr2:233434379-233436441_+,14.7034539153899,-1.90216950862164,0.628688112769838,-3.02561710645549,0.00248126297862745,0.0289326541776046,DGKD
chr7:50319047-50327757_+,7.08793568682353,-1.16803727203542,0.38611651158962,-3.0250901916281,0.00248558993902326,0.0289507931144487,IKZF1
chr11:128807239-128809134_+,7.32339568286163,1.28164172591518,0.423688043844289,3.02496552483837,0.0024866146969104,0.0289507931144487,FLI1
chr2:28901986-28917995_+,8.64096341353856,-1.70604576474358,0.564004781551008,-3.02487819350037,0.00248733278853331,0.0289507931144487,WDR43
chr17:32171042-32182865_+,16.4601161431611,-1.96923422969032,0.650960994770482,-3.02511862540188,0.0024853562682339,0.0289507931144487,RHOT1
chr2:33243661-33315269_+,16.5099683128994,1.56571255788838,0.517747142512147,3.02408729923921,0.00249384464898828,0.0290134225761888,LTBP1
chr11:108094390-108095691_+,51.3101284413168,-0.954794027214175,0.315761388725527,-3.02378334180726,0.00249635144119989,0.0290162680204354,CUL5
chr3:37911672-37911827_+,13.3658740906723,-1.401699072113,0.463548190992327,-3.0238475725951,0.00249582152619522,0.0290162680204354,CTDSPL
chr2:27677294-27682359_+,60.3579611391355,-0.951051196106222,0.314579897608556,-3.0232421185719,0.00250082071511504,0.0290550515420498,SLC4A1AP
chr10:51804584-51804690_+,10.3170109380093,-1.19332521059746,0.394848015619686,-3.0222393513226,0.00250912064377365,0.0291382851402107,PRKG1
chr5:146254942-146258593_+,201.985322645659,-0.534133806360115,0.176765796952845,-3.02170338135383,0.00251356720663173,0.0291635185670393,AC091959.3
chr4:3134400-3136326_+,6.02699773018766,-1.56345150005382,0.517385078702738,-3.02183337790477,0.00251248805576017,0.0291635185670393,HTT
chr1:32948221-32949774_-,224.0631276176,-0.441492290669686,0.146166957731588,-3.0204657572501,0.0025238624497342,0.029269730299743,RNF19B
chr10:28583398-28590832_+,18.0832109430831,-1.05422166337097,0.349112058768027,-3.01972285658419,0.00253006081980264,0.0293025038412313,WAC
chr15:67580753-67600749_+,12.9629327995028,-1.16021722598274,0.384213977191428,-3.01971634260635,0.00253011523051212,0.0293025038412313,MAP2K5
chr16:81699684-81705604_+,8.72388985562662,1.28750148737151,0.426330779915389,3.01995902718314,0.00252808882932009,0.0293025038412313,CMIP
chr21:33246717-33248854_+,4.87484649962656,-1.42731964721979,0.472788179593916,-3.01894105822556,0.00253659876530944,0.0293643357971494,IFNAR2
chr8:47394977-47407961_+,335.87205120971,-0.586838858898416,0.194407818693048,-3.01859700316364,0.00253948088828049,0.0293711917164379,SPIDR
chr8:47396375-47407961_+,335.87205120971,-0.586838858898416,0.194407818693048,-3.01859700316364,0.00253948088828049,0.0293711917164379,SPIDR
chr8:132794409-132794817_+,5.38408095899297,1.58692880759709,0.525921315902497,3.01742629479444,0.00254931027203648,0.0294715891881712,PHF20L1
chr9:96458378-96458541_+,101.645952876206,-0.731827189284384,0.242578631227534,-3.01686585327438,0.00255402809963517,0.0294995420260878,HABP4
chrX:118546020-118566653_+,4.33459064441842,1.64396709445626,0.544907226635407,3.01696695161693,0.00255317645838368,0.0294995420260878,DOCK11
chr18:9516844-9525851_+,4.25933911449136,1.54073737555109,0.510807498649937,3.01627791217486,0.00255898600117315,0.0295435049001327,RALBP1
chr8:55950458-55969793_+,9.79526182903272,1.48367052604513,0.491967221075039,3.01579142367054,0.00256309504123705,0.0295776325204022,LYN
chr7:72831601-72831798_+,26.2336310077598,-0.977513743363389,0.324165032635256,-3.01548176068475,0.00256571369725301,0.0295945384332876,SBDSP1
chr2:62859168-62874532_+,9.30603231577148,-1.38298498176674,0.458692676538578,-3.01505790805976,0.00256930196094093,0.029622608181581,EHBP1
chr19:49599271-49601918_+,8.82814778183574,1.52127019885796,0.504608760973288,3.01475185631683,0.00257189579506232,0.0296258836240385,PRR12
chr10:35137781-35148491_+,42.389269651333,-0.953508090849247,0.316279378435056,-3.01476528620736,0.00257178192452518,0.0296258836240385,CREM
chr19:16081912-16082046_+,5.43639172931703,1.29189960662061,0.428641082492097,3.01394257197554,0.00257876614218423,0.0296916911335063,TPM4
chr5:171996889-171997051_-,166.929839422532,-0.593879092643287,0.197143665936371,-3.01241782140221,0.00259175598978175,0.0298278673871114,FBXW11
chr9:93471140-93498886_+,1007.95941398751,-0.387145407417279,0.128581622067153,-3.01089223477901,0.00260481281120812,0.0299646919488439,FAM120A
chr2:33252676-33280158_+,11.1204930189319,1.70533925494408,0.56646513282971,3.01049289022478,0.00260824054190113,0.0299687752169969,LTBP1
chr12:103947310-103947430_+,4.92468090541764,-1.71185644449889,0.568639456316727,-3.01044260204378,0.00260867247727572,0.0299687752169969,HSP90B1
chr1:156743651-156743878_-,3.36891266042471,1.20875256017191,0.401499670963933,3.0105941488567,0.00260737100937217,0.0299687752169969,HDGF
chr2:171028338-171049950_-,7.51767900493575,1.05620201703822,0.350887742443836,3.01008524744144,0.00261174375236725,0.0299906277884857,TLK1
chr14:76771189-76773211_+,103.797972275208,-0.607659429067504,0.201933373310396,-3.0092075376439,0.00261930124304532,0.030037074111686,VASH1
chr3:57831382-57849816_+,8.87537054208604,-1.35939391486856,0.451732409914444,-3.00929020152888,0.002618588616605,0.030037074111686,SLMAP
chr13:40958835-40982282_-,6.38314340057952,1.43791680467618,0.47782138841763,3.00931862727627,0.0026183436056975,0.030037074111686,ELF1
chr15:34896896-34897705_-,28.1536426900257,-0.855827128878569,0.284469625121675,-3.00850091995766,0.00262540007149004,0.0300935603368785,AQR
chr12:66226722-66228370_+,53.1686443914155,-0.612808425284883,0.203773682278383,-3.00729916853395,0.00263580222741353,0.0301993008217237,IRAK3
chr15:40650300-40657473_+,7.36024406346813,-1.70606162262229,0.567438364775454,-3.00660252906484,0.00264184945624303,0.030255073259376,KNL1
chr10:22567850-22609717_-,152.864818721513,-0.598539454964641,0.199181663404918,-3.00499275250988,0.00265587177768768,0.0303992999249378,PIP4K2A
chr9:112098469-112098662_-,32.8067938435526,-0.890478000329213,0.296343459266919,-3.00488494847174,0.00265681325504661,0.0303992999249378,SUSD1
chr3:121635734-121637256_-,13.1854264308985,-1.23491800154639,0.411004629968875,-3.00463282284657,0.00265901631694341,0.0304109431915066,HCLS1
chr4:82946257-82979006_-,229.617765285009,-0.604440287934855,0.201249242797715,-3.00344130259613,0.00266945037299995,0.0305166713095222,LIN54
chr1:112653597-112659779_+,438.449555931392,-0.409471186083297,0.136368430301789,-3.00268313697767,0.00267610904021879,0.0305791649036671,CAPZA1
chr22:44147860-44151551_+,12.2531689497025,-1.88725421844629,0.628760024038467,-3.00154931340042,0.00268609528933536,0.0306659556997419,PARVB
chr2:60891682-60920109_+,3.78159394139182,-1.53507245029682,0.511409775150769,-3.00164862872295,0.00268521920215876,0.0306659556997419,REL
chr4:53399729-53444103_+,135.524765121248,-0.648177883643057,0.216014956305099,-3.00061576628783,0.00269434313605907,0.0307359102822164,FIP1L1
chr4:77030782-77036837_+,25.8208873649929,2.17560517367157,0.725060438600647,3.00058458281139,0.00269461903967195,0.0307359102822164,SEPTIN11
chr2:168074981-168075231_-,92.4749046349911,-0.705461352799779,0.235123294855345,-3.00038902242247,0.00269634989788121,0.030741983969043,STK39
chr17:29451454-29451680_+,741.613949138673,-0.592480204627688,0.197492362199192,-3.0000157881048,0.00269965612559986,0.0307660055930756,TAOK1
chr9:107300140-107311737_+,531.915359916302,-0.589766636054927,0.19662376562345,-2.99946771024809,0.00270451788708499,0.0308077252919144,RAD23B
chr10:32037253-32037607_-,20.1485706601553,-1.32316645047788,0.441172876188905,-2.9992017231615,0.00270688022568461,0.0308209491475753,KIF5B
chr3:179203543-179204588_+,31.5862687857039,-1.07934536388675,0.359912659867698,-2.99890913613182,0.00270948098670046,0.0308231998899455,PIK3CA
chr18:54884332-54888118_+,270.876808535573,1.03100543877524,0.343780926172927,2.99901873630018,0.00270850650036616,0.0308231998899455,RAB27B
chrX:17074113-17138961_+,4.61100053913757,-1.2593695064043,0.419992307681608,-2.99855374341525,0.00271264308867214,0.0308454934191961,REPS2
chr15:80120327-80122800_+,779.859500912863,-0.45838318972918,0.152896129409475,-2.99800388341796,0.00271754210542338,0.0308875089191077,ZFAND6
chr15:63696123-63716473_-,98.2037012008272,0.774924655583078,0.258506107083993,2.99770347526564,0.00272022202663043,0.0308905956835549,HERC1
chr2:69363544-69363670_-,14.4044238866019,-1.20055215429187,0.400486267821501,-2.99773612918723,0.00271993060623605,0.0308905956835549,GFPT1
chr4:143543508-143550104_+,67.6330142818205,0.902032619653799,0.300987392507492,2.99691163852103,0.00272729752442466,0.0309435486041866,SMARCA5
chr20:58891819-58895682_+,5.37517247943499,1.42346145421318,0.474962580792298,2.99699705151227,0.00272653350404233,0.0309435486041866,GNAS
chr6:144537581-144539443_+,284.406693330238,-0.59159432856296,0.197512729149543,-2.99522127566293,0.00274245813997746,0.0310388459295796,UTRN
chr9:126340507-126395697_+,46.7354481749677,1.55520155180284,0.519158812850606,2.99561812938032,0.00273889191771661,0.0310388459295796,MVB12B
chr6:47533601-47577103_+,4.85761966188416,1.42491020465289,0.475724693271824,2.99524120737351,0.00274227892773931,0.0310388459295796,CD2AP
chr15:75873427-75876271_+,48.6822130701707,-0.879586481713897,0.293631853108019,-2.99554177247358,0.00273957774978276,0.0310388459295796,UBE2Q2
chr4:48167777-48171408_-,15.39515080445,-1.85777018342236,0.620256197819565,-2.99516585235766,0.00274295652447499,0.0310388459295796,TEC
chr1:24666814-24670315_+,56.9375902694522,-1.04459184423551,0.348742547010004,-2.99530944300165,0.0027416654808894,0.0310388459295796,SRRM1
chr16:47689040-47698588_+,265.439325078474,1.20201358928429,0.401407608306063,2.99449627862506,0.00274898409198119,0.0310796337204026,PHKB
chr1:150150911-150151058_+,7.81040458982572,1.27179561490433,0.424700322124885,2.99457181605422,0.00274830349172953,0.0310796337204026,PLEKHO1
chr4:169703997-169707266_+,7.123722802099,1.52225656864575,0.508442267605982,2.99396148910543,0.00275380700779609,0.0311204454497767,CLCN3
